# Generated by Autoplot on Fri Nov 06 12:43:43 CST 2020
time(UTC), data1(eV), data2(cm), data3
2015-01-01T14:03:00.000Z, -1.534e-06,  27.100, on1
2015-01-01T14:04:00.000Z, -2.085e-06,  27.133, on1
2015-01-01T14:05:00.000Z, -2.347e-06,  27.167, on1
2015-01-01T14:06:00.000Z, -2.344e-06,  27.200, on1
2015-01-01T14:07:00.000Z, -2.125e-06,  27.233, on1
2015-01-01T14:08:00.000Z, -1.748e-06,  27.267, on1
2015-01-01T14:09:00.000Z, -1.274e-06,  27.300, on1
2015-01-01T14:10:00.000Z, -7.664e-07,  27.333, on1
2015-01-01T14:11:00.000Z, -2.770e-07,  27.367, on1
2015-01-01T14:12:00.000Z,  1.517e-07,  27.400, on1
2015-01-01T14:13:00.000Z,  4.904e-07,  27.433, on1
2015-01-01T14:14:00.000Z,  7.235e-07,  27.467, on1
2015-01-01T14:15:00.000Z,  8.479e-07,  27.500, on1
2015-01-01T14:16:00.000Z,  8.711e-07,  27.533, on1
2015-01-01T14:17:00.000Z,  8.089e-07,  27.567, on1
2015-01-01T14:18:00.000Z,  6.821e-07,  27.600, on1
2015-01-01T14:19:00.000Z,  5.141e-07,  27.633, on1
2015-01-01T14:20:00.000Z,  3.277e-07,  27.667, on1
2015-01-01T14:21:00.000Z,  1.438e-07,  27.700, on1
2015-01-01T14:22:00.000Z, -2.101e-08,  27.733, on1
2015-01-01T14:23:00.000Z, -1.546e-07,  27.767, on1
2015-01-01T14:24:00.000Z, -2.499e-07,  27.800, on1
2015-01-01T14:25:00.000Z, -3.049e-07,  27.833, on1
2015-01-01T14:26:00.000Z, -3.215e-07,  27.867, on1
2015-01-01T14:27:00.000Z, -3.050e-07,  27.900, on1
2015-01-01T14:28:00.000Z, -2.627e-07,  27.933, on1
2015-01-01T14:29:00.000Z, -2.033e-07,  27.967, on1
2015-01-01T14:30:00.000Z, -1.353e-07,  28.000, on1
2015-01-01T14:31:00.000Z, -6.667e-08,  28.033, on1
2015-01-01T14:32:00.000Z, -3.976e-09,  28.067, on1
2015-01-01T14:33:00.000Z,  4.793e-08,  28.100, on1
2015-01-01T14:34:00.000Z,  8.608e-08,  28.133, on1
2015-01-01T14:35:00.000Z,  1.093e-07,  28.167, on1
2015-01-01T14:36:00.000Z,  1.181e-07,  28.200, on1
2015-01-01T14:37:00.000Z,  1.142e-07,  28.233, on1
2015-01-01T14:38:00.000Z,  1.002e-07,  28.267, on1
2015-01-01T14:39:00.000Z,  7.924e-08,  28.300, on1
2015-01-01T14:40:00.000Z,  5.452e-08,  28.333, on1
2015-01-01T14:41:00.000Z,  2.906e-08,  28.367, on1
2015-01-01T14:42:00.000Z,  5.393e-09,  28.400, on1
2015-01-01T14:43:00.000Z, -1.456e-08,  28.433, on1
2015-01-01T14:44:00.000Z, -2.958e-08,  28.467, on1
2015-01-01T14:45:00.000Z, -3.912e-08,  28.500, on1
2015-01-01T14:46:00.000Z, -4.325e-08,  28.533, on1
2015-01-01T14:47:00.000Z, -4.255e-08,  28.567, on1
2015-01-01T14:48:00.000Z, -3.794e-08,  28.600, on1
2015-01-01T14:49:00.000Z, -3.056e-08,  28.633, on1
2015-01-01T14:50:00.000Z, -2.160e-08,  28.667, on1
2015-01-01T14:51:00.000Z, -1.219e-08,  28.700, on1
2015-01-01T14:52:00.000Z, -3.304e-09,  28.733, on1
2015-01-01T14:53:00.000Z,  4.307e-09,  28.767, on1
2015-01-01T14:54:00.000Z,  1.015e-08,  28.800, on1
2015-01-01T14:55:00.000Z,  1.398e-08,  28.833, on1
2015-01-01T14:56:00.000Z,  1.580e-08,  28.867, on1
2015-01-01T14:57:00.000Z,  1.579e-08,  28.900, on1
2015-01-01T14:58:00.000Z,  1.429e-08,  28.933, on1
2015-01-01T14:59:00.000Z,  1.169e-08,  28.967, on1
2015-01-01T15:00:00.000Z,  8.447e-09,  29.000, on1
2015-01-01T15:01:00.000Z,  4.980e-09,  29.033, on1
2015-01-01T15:02:00.000Z,  1.659e-09,  29.067, on1
2015-01-01T15:03:00.000Z, -1.225e-09,  29.100, on1
2015-01-01T15:04:00.000Z, -3.476e-09,  29.133, on1
2015-01-01T15:05:00.000Z, -4.994e-09,  29.167, on1
2015-01-01T15:06:00.000Z, -5.763e-09,  29.200, on1
2015-01-01T15:07:00.000Z, -5.846e-09,  29.233, on1
2015-01-01T15:08:00.000Z, -5.357e-09,  29.267, on1
2015-01-01T15:09:00.000Z, -4.444e-09,  29.300, on1
2015-01-01T15:10:00.000Z, -3.271e-09,  29.333, on1
2015-01-01T15:11:00.000Z, -1.997e-09,  29.367, on1
2015-01-01T15:12:00.000Z, -7.597e-10,  29.400, on1
2015-01-01T15:13:00.000Z,  3.280e-10,  29.433, on1
2015-01-01T15:14:00.000Z,  1.189e-09,  29.467, on1
2015-01-01T15:15:00.000Z,  1.783e-09,  29.500, on1
2015-01-01T15:16:00.000Z,  2.100e-09,  29.533, on1
2015-01-01T15:17:00.000Z,  2.159e-09,  29.567, on1
2015-01-01T15:18:00.000Z,  2.002e-09,  29.600, on1
2015-01-01T15:19:00.000Z,  1.681e-09,  29.633, on1
2015-01-01T15:20:00.000Z,  1.257e-09,  29.667, on1
2015-01-01T15:21:00.000Z,  7.893e-10,  29.700, on1
2015-01-01T15:22:00.000Z,  3.299e-10,  29.733, on1
2015-01-01T15:23:00.000Z, -7.874e-11,  29.767, on1
2015-01-01T15:24:00.000Z, -4.065e-10,  29.800, on1
2015-01-01T15:25:00.000Z, -6.365e-10,  29.833, on1
2015-01-01T15:26:00.000Z, -7.644e-10,  29.867, on1
2015-01-01T15:27:00.000Z, -7.961e-10,  29.900, on1
2015-01-01T15:28:00.000Z, -7.459e-10,  29.933, on1
2015-01-01T15:29:00.000Z, -6.333e-10,  29.967, on1
2015-01-01T15:30:00.000Z, -4.803e-10,  30.000, on1
2015-01-01T15:31:00.000Z, -3.087e-10,  30.033, on1
2015-01-01T15:32:00.000Z, -1.384e-10,  30.067, on1
2015-01-01T15:33:00.000Z,  1.463e-11,  30.100, on1
2015-01-01T15:34:00.000Z,  1.388e-10,  30.133, on1
2015-01-01T15:35:00.000Z,  2.273e-10,  30.167, on1
2015-01-01T15:36:00.000Z,  2.781e-10,  30.200, on1
2015-01-01T15:37:00.000Z,  2.932e-10,  30.233, on1
2015-01-01T15:38:00.000Z,  2.774e-10,  30.267, on1
2015-01-01T15:39:00.000Z,  2.378e-10,  30.300, on1
2015-01-01T15:40:00.000Z,  1.826e-10,  30.333, on1
2015-01-01T15:41:00.000Z,  1.197e-10,  30.367, on1
2015-01-01T15:42:00.000Z,  5.668e-11,  30.400, on1
2015-01-01T15:43:00.000Z, -4.720e-13,  30.433, on1
2015-01-01T15:44:00.000Z, -4.731e-11,  30.467, on1
2015-01-01T15:45:00.000Z, -8.118e-11,  30.500, on1
2015-01-01T15:46:00.000Z, -1.012e-10,  30.533, on1
2015-01-01T15:47:00.000Z, -1.079e-10,  30.567, on1
2015-01-01T15:48:00.000Z, -1.030e-10,  30.600, on1
2015-01-01T15:49:00.000Z, -8.908e-11,  30.633, on1
2015-01-01T15:50:00.000Z, -6.912e-11,  30.667, on1
2015-01-01T15:51:00.000Z, -4.611e-11,  30.700, on1
2015-01-01T15:52:00.000Z, -2.281e-11,  30.733, on1
2015-01-01T15:53:00.000Z, -1.509e-12,  30.767, on1
2015-01-01T15:54:00.000Z,  1.611e-11,  30.800, on1
2015-01-01T15:55:00.000Z,  2.901e-11,  30.833, on1
2015-01-01T15:56:00.000Z,  3.680e-11,  30.867, on1
2015-01-01T15:57:00.000Z,  3.964e-11,  30.900, on1
2015-01-01T15:58:00.000Z,  3.817e-11,  30.933, on1
2015-01-01T15:59:00.000Z,  3.329e-11,  30.967, on1
2015-01-01T16:00:00.000Z,  2.608e-11,  31.000, on1
2015-01-01T16:01:00.000Z,  1.766e-11,  31.033, on1
2015-01-01T16:02:00.000Z,  9.060e-12,  31.067, on1
2015-01-01T16:03:00.000Z,  1.133e-12,  31.100, on1
2015-01-01T16:04:00.000Z, -5.476e-12,  31.133, on1
2015-01-01T16:05:00.000Z, -1.037e-11,  31.167, on1
2015-01-01T16:06:00.000Z, -1.338e-11,  31.200, on1
2015-01-01T16:07:00.000Z, -1.456e-11,  31.233, on1
2015-01-01T16:08:00.000Z, -1.413e-11,  31.267, on1
2015-01-01T16:09:00.000Z, -1.242e-11,  31.300, on1
2015-01-01T16:10:00.000Z, -9.813e-12,  31.333, on1
2015-01-01T16:11:00.000Z, -6.734e-12,  31.367, on1
2015-01-01T16:12:00.000Z, -3.561e-12,  31.400, on1
2015-01-01T16:13:00.000Z, -6.155e-13,  31.433, on1
2015-01-01T16:14:00.000Z,  1.858e-12,  31.467, on1
2015-01-01T16:15:00.000Z,  3.708e-12,  31.500, on1
2015-01-01T16:16:00.000Z,  4.867e-12,  31.533, on1
2015-01-01T16:17:00.000Z,  5.348e-12,  31.567, on1
2015-01-01T16:18:00.000Z,  5.227e-12,  31.600, on1
2015-01-01T16:19:00.000Z,  4.624e-12,  31.633, on1
2015-01-01T16:20:00.000Z,  3.683e-12,  31.667, on1
2015-01-01T16:21:00.000Z,  2.557e-12,  31.700, on1
2015-01-01T16:22:00.000Z,  1.388e-12,  31.733, on1
2015-01-01T16:23:00.000Z,  2.949e-13,  31.767, on1
2015-01-01T16:24:00.000Z, -6.295e-13,  31.800, on1
2015-01-01T16:25:00.000Z, -1.327e-12,  31.833, on1
2015-01-01T16:26:00.000Z, -1.770e-12,  31.867, on1
2015-01-01T16:27:00.000Z, -1.963e-12,  31.900, on1
2015-01-01T16:28:00.000Z, -1.932e-12,  31.933, on1
2015-01-01T16:29:00.000Z, -1.720e-12,  31.967, on1
2015-01-01T16:30:00.000Z, -1.380e-12,  32.000, on1
2015-01-01T16:31:00.000Z, -9.681e-13,  32.033, on1
2015-01-01T16:32:00.000Z, -5.372e-13,  32.067, on1
2015-01-01T16:33:00.000Z, -1.321e-13,  32.100, on1
2015-01-01T16:34:00.000Z,  2.128e-13,  32.133, on1
2015-01-01T16:35:00.000Z,  4.749e-13,  32.167, on1
2015-01-01T16:36:00.000Z,  6.439e-13,  32.200, on1
2015-01-01T16:37:00.000Z,  7.203e-13,  32.233, on1
2015-01-01T16:38:00.000Z,  7.134e-13,  32.267, on1
2015-01-01T16:39:00.000Z,  6.388e-13,  32.300, on1
2015-01-01T16:40:00.000Z,  5.160e-13,  32.333, on1
2015-01-01T16:41:00.000Z,  3.655e-13,  32.367, on1
2015-01-01T16:42:00.000Z,  2.068e-13,  32.400, on1
2015-01-01T16:43:00.000Z,  5.674e-14,  32.433, on1
2015-01-01T16:44:00.000Z, -7.172e-14,  32.467, on1
2015-01-01T16:45:00.000Z, -1.701e-13,  32.500, on1
2015-01-01T16:46:00.000Z, -2.343e-13,  32.533, on1
2015-01-01T16:47:00.000Z, -2.643e-13,  32.567, on1
2015-01-01T16:48:00.000Z, -2.633e-13,  32.600, on1
2015-01-01T16:49:00.000Z, -2.371e-13,  32.633, on1
2015-01-01T16:50:00.000Z, -1.926e-13,  32.667, on1
2015-01-01T16:51:00.000Z, -1.376e-13,  32.700, on1
2015-01-01T16:52:00.000Z, -7.922e-14,  32.733, on1
2015-01-01T16:53:00.000Z, -2.369e-14,  32.767, on1
2015-01-01T16:54:00.000Z,  2.411e-14,  32.800, on1
2015-01-01T16:55:00.000Z,  6.095e-14,  32.833, on1
2015-01-01T16:56:00.000Z,  8.526e-14,  32.867, on1
2015-01-01T16:57:00.000Z,  9.694e-14,  32.900, on1
2015-01-01T16:58:00.000Z,  9.713e-14,  32.933, on1
2015-01-01T16:59:00.000Z,  8.790e-14,  32.967, on1
2015-01-01T17:00:00.000Z,  7.183e-14,  33.000, on1
2015-01-01T17:01:00.000Z,  5.172e-14,  33.033, on1
2015-01-01T17:02:00.000Z,  3.023e-14,  33.067, on1
2015-01-01T17:03:00.000Z,  9.694e-15,  33.100, on1
2015-01-01T17:04:00.000Z, -8.074e-15,  33.133, on1
2015-01-01T17:05:00.000Z, -2.185e-14,  33.167, on1
2015-01-01T17:06:00.000Z, -3.103e-14,  33.200, on1
2015-01-01T17:07:00.000Z, -3.555e-14,  33.233, on1
2015-01-01T17:08:00.000Z, -3.582e-14,  33.267, on1
2015-01-01T17:09:00.000Z, -3.257e-14,  33.300, on1
2015-01-01T17:10:00.000Z, -2.675e-14,  33.333, on1
2015-01-01T17:11:00.000Z, -1.940e-14,  33.367, on1
2015-01-01T17:12:00.000Z, -1.150e-14,  33.400, on1
2015-01-01T17:13:00.000Z, -3.905e-15,  33.433, on1
2015-01-01T17:14:00.000Z,  2.693e-15,  33.467, on1
2015-01-01T17:15:00.000Z,  7.839e-15,  33.500, on1
2015-01-01T17:16:00.000Z,  1.130e-14,  33.533, on1
2015-01-01T17:17:00.000Z,  1.304e-14,  33.567, on1
2015-01-01T17:18:00.000Z,  1.320e-14,  33.600, on1
2015-01-01T17:19:00.000Z,  1.206e-14,  33.633, on1
2015-01-01T17:20:00.000Z,  9.954e-15,  33.667, on1
2015-01-01T17:21:00.000Z,  7.265e-15,  33.700, on1
2015-01-01T17:22:00.000Z,  4.359e-15,  33.733, on1
2015-01-01T17:23:00.000Z,  1.555e-15,  33.767, on1
2015-01-01T17:24:00.000Z, -8.938e-16,  33.800, on1
2015-01-01T17:25:00.000Z, -2.814e-15,  33.833, on1
2015-01-01T17:26:00.000Z, -4.114e-15,  33.867, on1
2015-01-01T17:27:00.000Z, -4.781e-15,  33.900, on1
2015-01-01T17:28:00.000Z, -4.865e-15,  33.933, on1
2015-01-01T17:29:00.000Z, -4.462e-15,  33.967, on1
2015-01-01T17:30:00.000Z, -3.700e-15,  34.000, on1
2015-01-01T17:31:00.000Z, -2.717e-15,  34.033, on1
2015-01-01T17:32:00.000Z, -1.648e-15,  34.067, on1
2015-01-01T17:33:00.000Z, -6.129e-16,  34.100, on1
2015-01-01T17:34:00.000Z,  2.950e-16,  34.133, on1
2015-01-01T17:35:00.000Z,  1.010e-15,  34.167, on1
2015-01-01T17:36:00.000Z,  1.499e-15,  34.200, on1
2015-01-01T17:37:00.000Z,  1.753e-15,  34.233, on1
2015-01-01T17:38:00.000Z,  1.792e-15,  34.267, on1
2015-01-01T17:39:00.000Z,  1.650e-15,  34.300, on1
2015-01-01T17:40:00.000Z,  1.374e-15,  34.333, on1
2015-01-01T17:41:00.000Z,  1.015e-15,  34.367, on1
2015-01-01T17:42:00.000Z,  6.220e-16,  34.400, on1
2015-01-01T17:43:00.000Z,  2.398e-16,  34.433, on1
2015-01-01T17:44:00.000Z, -9.667e-17,  34.467, on1
2015-01-01T17:45:00.000Z, -3.630e-16,  34.500, on1
2015-01-01T17:46:00.000Z, -5.459e-16,  34.533, off
2015-01-01T17:47:00.000Z, -6.430e-16,  34.567, off
2015-01-01T17:48:00.000Z, -6.601e-16,  34.600, off
2015-01-01T17:49:00.000Z, -6.102e-16,  34.633, off
2015-01-01T17:50:00.000Z, -5.101e-16,  34.667, off
2015-01-01T17:51:00.000Z, -3.786e-16,  34.700, on1
2015-01-01T17:52:00.000Z, -2.342e-16,  34.733, on1
2015-01-01T17:53:00.000Z, -9.318e-17,  34.767, on1
2015-01-01T17:54:00.000Z,  3.141e-17,  34.800, on1
2015-01-01T17:55:00.000Z,  1.305e-16,  34.833, on1
2015-01-01T17:56:00.000Z,  1.989e-16,  34.867, on1
2015-01-01T17:57:00.000Z,  2.358e-16,  34.900, on1
2015-01-01T17:58:00.000Z,  2.431e-16,  34.933, on1
2015-01-01T17:59:00.000Z,  2.255e-16,  34.967, on1
2015-01-01T18:00:00.000Z,  1.892e-16,  35.000, on1
2015-01-01T18:01:00.000Z,  1.411e-16,  35.033, on1
2015-01-01T18:02:00.000Z,  8.805e-17,  35.067, on1
2015-01-01T18:03:00.000Z,  3.602e-17,  35.100, on1
2015-01-01T18:04:00.000Z, -1.010e-17,  35.133, on1
2015-01-01T18:05:00.000Z, -4.691e-17,  35.167, on1
2015-01-01T18:06:00.000Z, -7.252e-17,  35.200, on1
2015-01-01T18:07:00.000Z, -8.646e-17,  35.233, on1
2015-01-01T18:08:00.000Z, -8.950e-17,  35.267, on1
2015-01-01T18:09:00.000Z, -8.330e-17,  35.300, on1
2015-01-01T18:10:00.000Z, -7.014e-17,  35.333, on1
2015-01-01T18:11:00.000Z, -5.256e-17,  35.367, on1
2015-01-01T18:12:00.000Z, -3.305e-17,  35.400, on1
2015-01-01T18:13:00.000Z, -1.386e-17,  35.433, on1
2015-01-01T18:14:00.000Z,  3.205e-18,  35.467, on1
2015-01-01T18:15:00.000Z,  1.688e-17,  35.500, on1
2015-01-01T18:16:00.000Z,  2.644e-17,  35.533, on1
2015-01-01T18:17:00.000Z,  3.171e-17,  35.567, on1
2015-01-01T18:18:00.000Z,  3.294e-17,  35.600, on1
2015-01-01T18:19:00.000Z,  3.076e-17,  35.633, on1
2015-01-01T18:20:00.000Z,  2.599e-17,  35.667, on1
2015-01-01T18:21:00.000Z,  1.956e-17,  35.700, on1
2015-01-01T18:22:00.000Z,  1.239e-17,  35.733, on1
2015-01-01T18:23:00.000Z,  5.312e-18,  35.767, on1
2015-01-01T18:24:00.000Z, -9.998e-19,  35.800, on1
2015-01-01T18:25:00.000Z, -6.074e-18,  35.833, on1
2015-01-01T18:26:00.000Z, -9.641e-18,  35.867, on1
2015-01-01T18:27:00.000Z, -1.163e-17,  35.900, on1
2015-01-01T18:28:00.000Z, -1.213e-17,  35.933, on1
2015-01-01T18:29:00.000Z, -1.136e-17,  35.967, on1
2015-01-01T18:30:00.000Z, -9.625e-18,  36.000, on1
2015-01-01T18:31:00.000Z, -7.271e-18,  36.033, on1
2015-01-01T18:32:00.000Z, -4.637e-18,  36.067, on1
2015-01-01T18:33:00.000Z, -2.029e-18,  36.100, on1
2015-01-01T18:34:00.000Z,  3.047e-19,  36.133, on1
2015-01-01T18:35:00.000Z,  2.187e-18,  36.167, on1
2015-01-01T18:36:00.000Z,  3.516e-18,  36.200, on1
2015-01-01T18:37:00.000Z,  4.264e-18,  36.233, on1
2015-01-01T18:38:00.000Z,  4.463e-18,  36.267, on1
2015-01-01T18:39:00.000Z,  4.192e-18,  36.300, on1
2015-01-01T18:40:00.000Z,  3.563e-18,  36.333, on1
2015-01-01T18:41:00.000Z,  2.702e-18,  36.367, on1
2015-01-01T18:42:00.000Z,  1.734e-18,  36.400, on1
2015-01-01T18:43:00.000Z,  7.726e-19,  36.433, on1
2015-01-01T18:44:00.000Z, -8.990e-20,  36.467, on1
2015-01-01T18:45:00.000Z, -7.877e-19,  36.500, on1
2015-01-01T18:46:00.000Z, -1.283e-18,  36.533, on1
2015-01-01T18:47:00.000Z, -1.564e-18,  36.567, on1
2015-01-01T18:48:00.000Z, -1.642e-18,  36.600, on1
2015-01-01T18:49:00.000Z, -1.547e-18,  36.633, on1
2015-01-01T18:50:00.000Z, -1.318e-18,  36.667, on1
2015-01-01T18:51:00.000Z, -1.003e-18,  36.700, on1
2015-01-01T18:52:00.000Z, -6.476e-19,  36.733, on1
2015-01-01T18:53:00.000Z, -2.934e-19,  36.767, on1
2015-01-01T18:54:00.000Z,  2.525e-20,  36.800, on1
2015-01-01T18:55:00.000Z,  2.838e-19,  36.833, on1
2015-01-01T18:56:00.000Z,  4.681e-19,  36.867, on1
2015-01-01T18:57:00.000Z,  5.736e-19,  36.900, on1
2015-01-01T18:58:00.000Z,  6.042e-19,  36.933, on1
2015-01-01T18:59:00.000Z,  5.706e-19,  36.967, on1
2015-01-01T19:00:00.000Z,  4.877e-19,  37.000, on1
2015-01-01T19:01:00.000Z,  3.724e-19,  37.033, on1
2015-01-01T19:02:00.000Z,  2.417e-19,  37.067, on1
2015-01-01T19:03:00.000Z,  1.112e-19,  37.100, on1
2015-01-01T19:04:00.000Z, -6.533e-21,  37.133, on1
2015-01-01T19:05:00.000Z, -1.023e-19,  37.167, on1
2015-01-01T19:06:00.000Z, -1.708e-19,  37.200, on1
2015-01-01T19:07:00.000Z, -2.104e-19,  37.233, on1
2015-01-01T19:08:00.000Z, -2.223e-19,  37.267, on1
2015-01-01T19:09:00.000Z, -2.105e-19,  37.300, on1
2015-01-01T19:10:00.000Z, -1.803e-19,  37.333, on1
2015-01-01T19:11:00.000Z, -1.381e-19,  37.367, on1
2015-01-01T19:12:00.000Z, -9.012e-20,  37.400, on1
2015-01-01T19:13:00.000Z, -4.204e-20,  37.433, on1
2015-01-01T19:14:00.000Z,  1.431e-21,  37.467, on1
2015-01-01T19:15:00.000Z,  3.690e-20,  37.500, on1
2015-01-01T19:16:00.000Z,  6.237e-20,  37.533, on1
2015-01-01T19:17:00.000Z,  7.717e-20,  37.567, on1
2015-01-01T19:18:00.000Z,  8.179e-20,  37.600, on1
2015-01-01T19:19:00.000Z,  7.762e-20,  37.633, on1
2015-01-01T19:20:00.000Z,  6.667e-20,  37.667, on1
2015-01-01T19:21:00.000Z,  5.121e-20,  37.700, on1
2015-01-01T19:22:00.000Z,  3.358e-20,  37.733, on1
2015-01-01T19:23:00.000Z,  1.587e-20,  37.767, on1
2015-01-01T19:24:00.000Z, -1.830e-22,  37.800, on1
2015-01-01T19:25:00.000Z, -1.331e-20,  37.833, on1
2015-01-01T19:26:00.000Z, -2.277e-20,  37.867, on1
2015-01-01T19:27:00.000Z, -2.831e-20,  37.900, on1
2015-01-01T19:28:00.000Z, -3.009e-20,  37.933, on1
2015-01-01T19:29:00.000Z, -2.862e-20,  37.967, on1
2015-01-01T19:30:00.000Z, -2.464e-20,  38.000, on1
2015-01-01T19:31:00.000Z, -1.898e-20,  38.033, on1
2015-01-01T19:32:00.000Z, -1.250e-20,  38.067, on1
2015-01-01T19:33:00.000Z, -5.978e-21,  38.100, on1
2015-01-01T19:34:00.000Z, -5.400e-23,  38.133, on1
2015-01-01T19:35:00.000Z,  4.804e-21,  38.167, on1
2015-01-01T19:36:00.000Z,  8.316e-21,  38.200, on1
2015-01-01T19:37:00.000Z,  1.038e-20,  38.233, on1
2015-01-01T19:38:00.000Z,  1.107e-20,  38.267, on1
2015-01-01T19:39:00.000Z,  1.055e-20,  38.300, on1
2015-01-01T19:40:00.000Z,  9.104e-21,  38.333, on1
2015-01-01T19:41:00.000Z,  7.032e-21,  38.367, on1
2015-01-01T19:42:00.000Z,  4.651e-21,  38.400, on1
2015-01-01T19:43:00.000Z,  2.249e-21,  38.433, on1
2015-01-01T19:44:00.000Z,  6.277e-23,  38.467, on1
2015-01-01T19:45:00.000Z, -1.734e-21,  38.500, on1
2015-01-01T19:46:00.000Z, -3.037e-21,  38.533, on1
2015-01-01T19:47:00.000Z, -3.809e-21,  38.567, on1
2015-01-01T19:48:00.000Z, -4.071e-21,  38.600, on1
2015-01-01T19:49:00.000Z, -3.890e-21,  38.633, on1
2015-01-01T19:50:00.000Z, -3.363e-21,  38.667, on1
2015-01-01T19:51:00.000Z, -2.604e-21,  38.700, on1
2015-01-01T19:52:00.000Z, -1.730e-21,  38.733, on1
2015-01-01T19:53:00.000Z, -8.450e-22,  38.767, on1
2015-01-01T19:54:00.000Z, -3.827e-23,  38.800, on1
2015-01-01T19:55:00.000Z,  6.262e-22,  38.833, on1
2015-01-01T19:56:00.000Z,  1.110e-21,  38.867, on1
2015-01-01T19:57:00.000Z,  1.398e-21,  38.900, on1
2015-01-01T19:58:00.000Z,  1.497e-21,  38.933, on1
2015-01-01T19:59:00.000Z,  1.434e-21,  38.967, on1
2015-01-01T20:00:00.000Z,  1.242e-21,  39.000, on1
2015-01-01T20:01:00.000Z,  9.641e-22,  39.033, on1
2015-01-01T20:02:00.000Z,  6.428e-22,  39.067, on1
2015-01-01T20:03:00.000Z,  3.171e-22,  39.100, on1
2015-01-01T20:04:00.000Z,  1.945e-23,  39.133, on1
2015-01-01T20:05:00.000Z, -2.262e-22,  39.167, on1
2015-01-01T20:06:00.000Z, -4.054e-22,  39.200, on1
2015-01-01T20:07:00.000Z, -5.128e-22,  39.233, on1
2015-01-01T20:08:00.000Z, -5.508e-22,  39.267, on1
2015-01-01T20:09:00.000Z, -5.284e-22,  39.300, on1
2015-01-01T20:10:00.000Z, -4.586e-22,  39.333, on1
2015-01-01T20:11:00.000Z, -3.568e-22,  39.367, on1
2015-01-01T20:12:00.000Z, -2.388e-22,  39.400, on1
2015-01-01T20:13:00.000Z, -1.188e-22,  39.433, on1
2015-01-01T20:14:00.000Z, -9.062e-24,  39.467, on1
2015-01-01T20:15:00.000Z,  8.174e-23,  39.500, on1
2015-01-01T20:16:00.000Z,  1.482e-22,  39.533, on1
2015-01-01T20:17:00.000Z,  1.881e-22,  39.567, on1
2015-01-01T20:18:00.000Z,  2.026e-22,  39.600, on1
2015-01-01T20:19:00.000Z,  1.947e-22,  39.633, on2
2015-01-01T20:20:00.000Z,  1.693e-22,  39.667, on2
2015-01-01T20:21:00.000Z,  1.320e-22,  39.700, on2
2015-01-01T20:22:00.000Z,  8.865e-23,  39.733, on2
2015-01-01T20:23:00.000Z,  4.450e-23,  39.767, on2
2015-01-01T20:24:00.000Z,  4.009e-24,  39.800, on2
2015-01-01T20:25:00.000Z, -2.954e-23,  39.833, on2
2015-01-01T20:26:00.000Z, -5.415e-23,  39.867, on2
2015-01-01T20:27:00.000Z, -6.903e-23,  39.900, on2
2015-01-01T20:28:00.000Z, -7.451e-23,  39.933, on2
2015-01-01T20:29:00.000Z, -7.174e-23,  39.967, on1
2015-01-01T20:30:00.000Z, -6.249e-23,  40.000, on1
2015-01-01T20:31:00.000Z, -4.884e-23,  40.033, on1
2015-01-01T20:32:00.000Z, -3.290e-23,  40.067, on1
2015-01-01T20:33:00.000Z, -1.665e-23,  40.100, on1
2015-01-01T20:34:00.000Z, -1.714e-24,  40.133, on1
2015-01-01T20:35:00.000Z,  1.068e-23,  40.167, on1
2015-01-01T20:36:00.000Z,  1.980e-23,  40.200, on1
2015-01-01T20:37:00.000Z,  2.533e-23,  40.233, on1
2015-01-01T20:38:00.000Z,  2.740e-23,  40.267, on1
2015-01-01T20:39:00.000Z,  2.643e-23,  40.300, on1
2015-01-01T20:40:00.000Z,  2.306e-23,  40.333, on1
2015-01-01T20:41:00.000Z,  1.806e-23,  40.367, on1
2015-01-01T20:42:00.000Z,  1.220e-23,  40.400, on1
2015-01-01T20:43:00.000Z,  6.222e-24,  40.433, on1
2015-01-01T20:44:00.000Z,  7.158e-25,  40.467, on1
2015-01-01T20:45:00.000Z, -3.863e-24,  40.500, on1
2015-01-01T20:46:00.000Z, -7.237e-24,  40.533, on1
2015-01-01T20:47:00.000Z, -9.296e-24,  40.567, on1
2015-01-01T20:48:00.000Z, -1.008e-23,  40.600, on1
2015-01-01T20:49:00.000Z, -9.737e-24,  40.633, on1
2015-01-01T20:50:00.000Z, -8.510e-24,  40.667, on1
2015-01-01T20:51:00.000Z, -6.677e-24,  40.700, on1
2015-01-01T20:52:00.000Z, -4.526e-24,  40.733, on1
2015-01-01T20:53:00.000Z, -2.323e-24,  40.767, on1
2015-01-01T20:54:00.000Z, -2.935e-25,  40.800, on1
2015-01-01T20:55:00.000Z,  1.398e-24,  40.833, on1
2015-01-01T20:56:00.000Z,  2.646e-24,  40.867, on1
2015-01-01T20:57:00.000Z,  3.412e-24,  40.900, on1
2015-01-01T20:58:00.000Z,  3.706e-24,  40.933, on1
2015-01-01T20:59:00.000Z,  3.587e-24,  40.967, on1
2015-01-01T21:00:00.000Z,  3.140e-24,  41.000, on1
2015-01-01T21:01:00.000Z,  2.468e-24,  41.033, on1
2015-01-01T21:02:00.000Z,  1.678e-24,  41.067, on1
2015-01-01T21:03:00.000Z,  8.670e-25,  41.100, on1
2015-01-01T21:04:00.000Z,  1.187e-25,  41.133, on1
